Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/19;fev/19;mar/19;abr/19;mai/19;jun/19;jul/19;ago/19;set/19;out/19;nov/19;dez/19
1051;SABESP;CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP;;47.409,780;42.975,395;53.682,305;46.548,894;44.392,773;46.359,411;42.742,383;50.297,530;53.660,804;54.423,064;58.262,303;60.166,809
1051;SABESP;CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP;;27.892,957;25.190,604;28.300,506;23.742,369;21.023,709;19.535,503;20.785,431;23.483,445;25.411,980;27.295,948;29.457,206;30.597,991
1051;SABESP;CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP;;26.982,393;23.674,242;25.687,455;33.074,690;40.902,406;34.365,640;42.234,105;44.529,184;37.043,378;41.754,945;30.184,239;31.230,437
1052;APERAM;APERAM INOX AMERICA DO SUL S.A.;;26.980,363;29.255,457;34.506,234;30.472,804;27.524,302;27.226,891;24.302,948;27.725,093;28.492,519;29.050,695;31.145,156;18.215,077
1052;APERAM;APERAM INOX AMERICA DO SUL S.A.;;14.810,203;16.036,582;17.096,483;13.882,168;11.824,327;10.509,089;11.088,617;12.011,591;12.860,632;14.596,373;16.286,982;9.958,951
1052;APERAM;APERAM INOX AMERICA DO SUL S.A.;;12.913,367;13.549,641;13.650,896;17.531,048;21.318,043;16.645,249;21.101,221;21.233,490;15.775,555;19.214,233;12.860,405;8.527,642
1053;BELGO CONT;BELGO BEKAERT ARAMES LTDA;;5.038,691;5.397,807;5.841,113;4.855,867;4.831,081;5.049,678;4.553,119;4.414,945;4.482,362;4.867,731;5.259,337;4.169,066
1053;BELGO CONT;BELGO BEKAERT ARAMES LTDA;;3.028,904;3.093,204;2.970,367;2.401,187;2.210,354;2.069,907;2.177,515;2.091,024;2.323,948;2.633,961;2.798,289;2.276,641
1053;BELGO CONT;BELGO BEKAERT ARAMES LTDA;;2.794,082;2.814,575;2.552,146;3.303,746;4.300,394;3.701,314;4.401,124;4.083,322;3.343,732;3.839,641;2.481,926;2.104,124
1056;ARCELOR JF;ARCELORMITTAL BRASIL S.A.;;132.408,925;133.762,328;130.228,920;120.321,491;117.244,225;108.432,785;102.043,034;120.685,036;152.875,660;148.119,673;136.556,024;112.067,466
1056;ARCELOR JF;ARCELORMITTAL BRASIL S.A.;;65.599,886;64.588,371;56.486,889;53.213,352;50.399,202;41.311,047;45.291,862;50.698,568;66.073,552;66.220,789;61.647,776;53.782,977
1056;ARCELOR JF;ARCELORMITTAL BRASIL S.A.;;61.195,583;59.170,541;48.570,555;63.690,221;83.100,654;61.161,919;80.175,179;81.272,110;80.808,832;86.042,832;53.406,322;49.498,110
1058;BMB VESP;BMB BELGO MINEIRA BEKAERT ARTEFATOS DE ARAME LTDA;;8.237,119;7.958,673;9.211,840;7.780,867;7.456,324;8.454,935;7.902,155;8.281,310;8.612,915;8.386,785;8.940,328;8.310,002
1058;BMB VESP;BMB BELGO MINEIRA BEKAERT ARTEFATOS DE ARAME LTDA;;4.769,390;4.419,552;4.527,528;3.679,981;3.261,616;3.293,114;3.558,338;3.559,104;3.980,510;4.125,405;4.522,281;4.285,451
1058;BMB VESP;BMB BELGO MINEIRA BEKAERT ARTEFATOS DE ARAME LTDA;;4.148,336;3.811,061;3.681,624;4.850,121;6.001,899;5.372,567;6.660,983;6.428,902;5.119,988;5.568,838;3.758,919;3.697,906
1060;CBMM;COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO;;16.535,956;14.312,370;20.255,489;17.466,162;16.463,015;16.307,735;13.307,404;16.238,941;17.558,636;17.248,271;18.445,240;8.012,372
1060;CBMM;COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO;;9.297,026;8.135,328;10.184,136;8.238,517;7.079,765;6.368,170;5.934,694;7.074,807;8.103,816;8.337,681;9.309,459;4.508,551
1060;CBMM;COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO;;8.119,420;7.016,363;8.203,219;10.576,288;12.684,269;10.175,158;10.773,779;12.668,397;10.127,905;10.958,884;7.461,432;3.867,172
1061;ICAL;ICAL INDUSTRIA DE CALCINACAO LTDA;;3.259,694;2.778,554;3.336,936;3.044,859;3.000,924;3.383,782;3.127,195;3.142,341;2.750,842;3.223,160;3.107,515;3.311,833
1061;ICAL;ICAL INDUSTRIA DE CALCINACAO LTDA;;1.781,984;1.526,543;1.648,689;1.381,586;1.285,450;1.278,669;1.388,522;1.319,005;1.249,525;1.586,890;1.570,333;1.697,977
1061;ICAL;ICAL INDUSTRIA DE CALCINACAO LTDA;;1.551,796;1.352,045;1.342,840;1.734,242;2.298,710;2.045,484;2.541,296;2.347,074;1.599,145;2.066,868;1.285,666;1.399,496
1064;FITEDI;FITEDI CONFECCOES S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1064;FITEDI;FITEDI CONFECCOES S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1064;FITEDI;FITEDI CONFECCOES S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1065;FUNDIMIG;FUNDIMIG EIRELI;;1.178,536;1.229,895;1.102,559;1.062,835;914,376;938,027;1.024,679;883,614;994,652;1.120,992;958,977;624,804
1065;FUNDIMIG;FUNDIMIG EIRELI;;669,315;619,662;664,899;612,917;652,370;651,764;698,964;645,122;621,313;672,218;582,056;361,698
1065;FUNDIMIG;FUNDIMIG EIRELI;;1.083,555;994,677;904,102;985,894;1.050,486;1.013,273;1.195,764;1.085,440;973,869;942,441;866,905;503,228
1066;INTERCAST;INTERCAST S/A;;1.576,164;1.796,057;1.835,139;1.847,534;1.798,220;1.632,361;1.643,117;1.629,003;1.372,062;1.289,654;1.355,481;904,316
1066;INTERCAST;INTERCAST S/A;;911,405;977,613;913,312;1.019,040;872,046;722,092;899,450;859,932;837,611;904,419;806,954;458,618
1066;INTERCAST;INTERCAST S/A;;1.099,184;1.093,650;995,007;1.193,765;1.501,200;1.160,382;1.559,412;1.527,262;1.175,155;1.356,871;1.084,295;574,064
1067;FERLIG;FERLIG - FERRO LIGA LTDA;;3.875,083;3.342,439;3.873,109;3.750,347;3.580,224;3.879,663;3.426,454;3.623,168;3.455,411;3.541,963;4.059,929;3.958,765
1067;FERLIG;FERLIG - FERRO LIGA LTDA;;1.462,318;1.306,606;1.451,141;1.690,315;1.541,309;1.527,806;1.551,763;1.583,605;1.581,809;1.714,171;1.632,869;1.614,788
1067;FERLIG;FERLIG - FERRO LIGA LTDA;;1.867,188;1.497,421;1.354,026;1.487,823;2.008,868;1.800,778;2.103,482;2.052,976;1.430,790;1.594,412;1.502,920;1.533,593
1068;LIASA;LIGAS DE ALUMINIO SA LIASA;;37.162,371;29.520,913;32.499,153;29.841,233;28.588,097;30.184,117;26.580,630;28.591,285;24.835,297;23.813,510;31.277,207;32.456,866
1068;LIASA;LIGAS DE ALUMINIO SA LIASA;;20.435,701;16.138,163;15.436,582;13.492,529;12.252,715;11.630,043;12.178,856;12.529,004;11.335,771;11.524,875;15.445,900;16.435,300
1068;LIASA;LIGAS DE ALUMINIO SA LIASA;;17.271,883;13.693,549;12.824,325;17.319,398;22.346,500;18.348,191;22.464,516;22.200,000;14.785,690;14.803,728;12.550,114;13.988,245
1072;MAGOTTEAUX;MAGOTTEAUX BRASIL LTDA;;3.578,546;3.290,274;4.159,626;3.477,855;3.699,477;3.018,630;3.424,515;3.466,358;3.736,129;3.613,709;3.978,799;1.759,001
1072;MAGOTTEAUX;MAGOTTEAUX BRASIL LTDA;;2.080,021;1.969,465;2.036,725;1.583,701;1.531,562;1.201,636;1.523,336;1.504,398;1.702,322;1.718,702;1.907,713;983,786
1072;MAGOTTEAUX;MAGOTTEAUX BRASIL LTDA;;1.667,177;1.504,661;1.572,565;1.985,404;2.693,527;1.789,401;2.825,948;2.564,939;2.070,606;2.210,819;1.581,939;833,011
1074;FLAMMA AUTOMOTIVA;FLAMMA AUTOMOTIVA S/A;;495,346;488,194;522,138;462,141;457,533;458,068;426,112;422,922;472,032;497,242;486,582;430,835
1074;FLAMMA AUTOMOTIVA;FLAMMA AUTOMOTIVA S/A;;369,154;376,178;365,893;307,270;310,501;288,790;327,207;308,891;315,320;340,957;345,001;298,584
1074;FLAMMA AUTOMOTIVA;FLAMMA AUTOMOTIVA S/A;;465,922;464,308;430,406;530,962;633,178;520,123;614,881;589,123;531,225;561,613;373,640;319,374
1078;THYSSEN METAL;THYSSENKRUPP METALURGICA SANTA LUZIA LTDA;;851,497;633,906;352,069;297,775;181,503;159,298;112,282;150,523;133,425;181,966;197,038;191,953
1078;THYSSEN METAL;THYSSENKRUPP METALURGICA SANTA LUZIA LTDA;;672,603;408,406;331,589;295,767;226,497;178,453;208,470;178,492;127,115;200,297;223,332;268,498
1078;THYSSEN METAL;THYSSENKRUPP METALURGICA SANTA LUZIA LTDA;;672,440;406,027;318,912;657,132;654,240;526,735;692,857;612,812;341,761;538,470;531,544;522,888
1079;ANGLOGOLD CSM;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;;11.889,787;10.865,897;14.745,043;14.132,324;12.374,197;13.833,966;12.158,026;11.401,710;11.233,648;10.914,309;11.669,417;13.703,492
1079;ANGLOGOLD CSM;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;;6.547,864;5.937,042;7.241,253;6.503,842;5.347,038;5.368,372;5.222,201;4.721,608;5.145,990;5.244,120;5.876,731;7.028,157
1079;ANGLOGOLD CSM;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;;6.159,458;5.459,941;6.259,871;8.343,202;9.914,756;9.052,896;10.031,503;8.765,593;6.657,511;7.116,463;5.122,509;6.217,539
1080;TUPI;CIMENTO TUPI S.A.;;5.496,121;4.119,855;6.497,443;4.595,101;6.592,915;5.983,891;5.555,951;5.748,204;6.642,016;7.599,398;4.831,772;5.926,757
1080;TUPI;CIMENTO TUPI S.A.;;2.482,200;1.989,144;2.709,774;2.216,970;2.913,966;2.246,731;2.435,610;2.295,959;2.881,830;3.560,677;2.329,507;2.661,235
1080;TUPI;CIMENTO TUPI S.A.;;2.517,528;1.624,444;2.071,479;2.274,517;4.300,175;2.982,404;3.692,831;3.355,211;2.897,954;3.609,213;1.980,623;2.478,097
1082;UMSA;USIMINAS MECANICA SA;;213,371;226,244;274,715;218,829;211,593;269,889;240,359;251,725;284,366;294,590;342,972;334,413
1082;UMSA;USIMINAS MECANICA SA;;194,036;209,699;206,898;156,473;133,048;143,663;150,650;155,907;187,400;226,292;264,856;248,177
1082;UMSA;USIMINAS MECANICA SA;;197,517;214,398;209,583;242,853;280,962;270,730;318,464;322,954;277,332;354,258;260,760;235,246
1083;UNIFI;UNIFI DO BRASIL LTDA.;;2.632,792;2.825,213;3.417,809;3.127,402;3.053,793;3.145,526;2.663,137;2.884,820;2.978,146;2.958,387;3.340,410;2.702,611
1083;UNIFI;UNIFI DO BRASIL LTDA.;;1.493,911;1.588,623;1.694,627;1.453,429;1.322,515;1.229,472;1.216,457;1.253,026;1.400,984;1.471,389;1.711,343;1.438,993
1083;UNIFI;UNIFI DO BRASIL LTDA.;;1.312,310;1.376,675;1.418,168;1.850,699;2.413,068;2.022,971;2.322,052;2.287,827;1.845,861;2.010,085;1.433,933;1.248,242
1085;INONIBRAS;INONIBRAS INOCULANTES E FERRO LIGAS NIPO BRASILEIROS SA;;4.728,626;3.924,798;4.998,236;4.430,996;4.258,447;4.595,173;4.024,647;4.156,930;4.460,354;4.405,290;4.714,572;4.693,636
1085;INONIBRAS;INONIBRAS INOCULANTES E FERRO LIGAS NIPO BRASILEIROS SA;;2.636,687;2.302,461;2.512,435;2.106,372;1.850,245;1.798,338;1.861,150;1.867,491;2.087,679;2.195,752;2.426,604;2.483,651
1085;INONIBRAS;INONIBRAS INOCULANTES E FERRO LIGAS NIPO BRASILEIROS SA;;2.445,968;2.190,130;2.215,271;2.914,674;3.531,521;3.039,728;3.634,652;3.460,809;2.867,538;3.149,679;2.162,311;2.282,525
1086;WHITE MARTINS;WHITE MARTINS GASES INDUSTRIAIS LTDA;;79.979,184;74.178,729;88.018,648;76.776,192;72.194,746;77.447,183;65.589,001;62.027,082;67.619,645;72.485,702;76.093,174;72.837,470
1086;WHITE MARTINS;WHITE MARTINS GASES INDUSTRIAIS LTDA;;41.729,759;39.020,989;41.395,132;35.333,754;31.349,142;30.280,700;29.786,260;26.811,633;31.342,069;35.341,024;38.862,577;37.896,667
1086;WHITE MARTINS;WHITE MARTINS GASES INDUSTRIAIS LTDA;;37.938,449;35.191,618;34.454,851;44.868,762;55.383,749;49.234,376;54.740,058;47.160,754;39.785,812;46.879,940;32.101,698;31.831,055
1087;MERCEDES-BENZ;MERCEDES-BENZ DO BRASIL LTDA.;;1.728,316;1.490,486;1.736,564;1.547,719;1.389,017;1.368,052;1.330,884;1.294,361;1.370,263;1.479,334;1.559,250;1.358,814
1087;MERCEDES-BENZ;MERCEDES-BENZ DO BRASIL LTDA.;;1.141,582;1.023,072;1.032,145;838,437;815,229;695,314;781,615;760,468;796,963;909,614;1.034,134;929,670
1087;MERCEDES-BENZ;MERCEDES-BENZ DO BRASIL LTDA.;;1.463,171;1.349,928;1.342,288;1.587,690;1.859,801;1.471,819;1.832,080;1.720,890;1.540,963;1.737,100;1.275,336;1.110,933
1089;CEDRO SANTO;COMPANHIA DE FIACAO E TECIDOS SANTO ANTONIO;;3.074,931;2.961,010;3.174,809;2.696,405;2.849,059;2.892,863;2.785,689;3.066,734;3.232,862;3.068,124;3.437,743;2.224,533
1089;CEDRO SANTO;COMPANHIA DE FIACAO E TECIDOS SANTO ANTONIO;;1.839,719;1.653,572;1.559,923;1.372,801;1.215,886;1.166,058;1.257,923;1.345,858;1.509,311;1.512,067;1.761,555;1.263,195
1089;CEDRO SANTO;COMPANHIA DE FIACAO E TECIDOS SANTO ANTONIO;;1.629,849;1.442,318;1.285,307;1.914,687;2.221,920;1.945,951;2.407,494;2.456,664;1.961,141;2.025,229;1.478,815;1.114,830
1090;ECLSA;EMPRESA DE CIMENTOS LIZ S.A;;8.988,914;7.724,479;10.827,766;11.054,066;7.841,060;7.957,190;11.369,317;10.097,051;9.043,201;10.486,409;11.335,560;10.884,178
1090;ECLSA;EMPRESA DE CIMENTOS LIZ S.A;;4.263,358;3.287,907;4.720,355;4.948,555;3.339,763;3.276,428;5.263,451;4.332,044;4.158,396;4.759,075;5.177,415;4.702,712
1090;ECLSA;EMPRESA DE CIMENTOS LIZ S.A;;4.247,015;3.180,640;4.084,531;5.418,182;4.988,442;4.903,039;7.987,835;6.337,662;4.412,339;5.034,702;4.577,261;3.998,583
1091;NEMAK;NEMAK ALUMINIO DO BRASIL LTDA;;1.961,284;1.845,233;2.293,645;2.186,991;2.058,029;2.207,810;1.859,572;2.051,876;2.082,387;2.280,056;2.437,662;1.962,413
1091;NEMAK;NEMAK ALUMINIO DO BRASIL LTDA;;1.295,285;1.198,379;1.264,194;1.119,850;1.020,267;963,259;1.004,731;1.024,547;1.147,209;1.260,329;1.432,164;1.192,376
1091;NEMAK;NEMAK ALUMINIO DO BRASIL LTDA;;1.193,827;1.109,546;1.102,321;1.553,290;1.991,254;1.734,251;2.106,321;2.020,470;1.609,486;1.816,736;1.273,223;1.050,030
1092;PRYSMIAN CABOS;PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A;;81,483;71,185;87,432;79,926;72,292;72,025;59,211;61,400;60,035;53,176;47,835;53,680
1092;PRYSMIAN CABOS;PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A;;45,458;40,522;44,420;37,420;31,953;28,653;26,912;26,735;28,187;27,189;26,075;28,578
1092;PRYSMIAN CABOS;PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A;;39,441;35,878;36,462;47,891;58,257;46,659;50,211;48,279;35,107;35,477;20,657;22,848
1096;AGUAS GUARIROBA;AGUAS GUARIROBA SA;;2.359,762;2.175,177;2.497,395;2.107,035;2.121,911;2.337,580;1.978,484;2.133,802;2.306,196;2.149,632;2.335,454;2.357,916
1096;AGUAS GUARIROBA;AGUAS GUARIROBA SA;;1.094,928;1.012,865;1.077,830;1.043,168;910,322;918,397;904,769;917,929;1.048,443;1.085,145;1.242,569;1.230,321
1096;AGUAS GUARIROBA;AGUAS GUARIROBA SA;;1.156,327;1.067,878;1.070,092;1.383,087;1.755,185;1.511,026;1.764,998;1.739,668;1.378,321;1.515,304;1.051,137;1.091,812
1097;SGOBAIN CAN;SAINT-GOBAIN CANALIZACAO LTDA;;264,692;756,700;767,324;755,641;808,447;690,385;661,107;668,863;696,664;647,821;535,797;527,687
1097;SGOBAIN CAN;SAINT-GOBAIN CANALIZACAO LTDA;;171,483;410,847;400,417;393,034;445,587;383,096;430,173;290,792;361,176;315,116;309,082;302,091
1097;SGOBAIN CAN;SAINT-GOBAIN CANALIZACAO LTDA;;266,709;620,727;577,678;657,671;812,417;677,050;800,364;554,063;595,353;705,879;632,608;376,225
1098;JOST;JOST BRASIL SISTEMAS AUTOMOTIVOS LTDA;;75,561;85,116;97,847;73,237;80,262;80,187;81,378;78,730;68,312;83,951;85,116;43,763
1098;JOST;JOST BRASIL SISTEMAS AUTOMOTIVOS LTDA;;71,037;75,215;81,124;54,193;52,207;47,548;56,025;49,672;55,363;64,440;76,079;38,874
1098;JOST;JOST BRASIL SISTEMAS AUTOMOTIVOS LTDA;;71,116;68,156;72,860;84,951;119,629;104,439;130,871;115,681;89,398;105,093;72,141;40,057
1101;RANDON;RANDON SA IMPLEMENTOS E PARTICIPACOES;;1.216,706;1.319,204;1.429,191;1.183,208;1.224,097;1.243,667;1.206,290;1.243,600;1.166,090;1.251,344;1.269,862;823,865
1101;RANDON;RANDON SA IMPLEMENTOS E PARTICIPACOES;;1.044,555;1.070,664;1.072,506;822,596;728,365;660,847;761,159;742,425;784,520;874,890;991,369;616,493
1101;RANDON;RANDON SA IMPLEMENTOS E PARTICIPACOES;;1.003,533;1.009,197;1.003,234;1.299,386;1.568,977;1.341,615;1.648,107;1.589,764;1.233,575;1.404,228;970,370;592,946
1104;BRASKEM;BRASKEM S.A;;114.314,636;85.935,848;102.069,507;82.216,194;66.630,242;58.282,147;53.143,434;53.343,850;53.774,555;52.443,672;49.630,751;58.799,714
1104;BRASKEM;BRASKEM S.A;;62.833,744;48.961,520;48.400,772;37.765,935;28.128,507;23.011,969;24.095,703;23.267,827;25.103,679;25.899,958;25.369,167;30.811,540
1104;BRASKEM;BRASKEM S.A;;52.815,989;42.413,224;40.196,425;48.850,369;48.547,592;37.485,444;44.664,100;41.187,655;31.876,621;34.592,167;20.739,521;25.489,722
1106;MINASLIGAS;COMPANHIA FERROLIGAS MINAS GERAIS;;41.970,113;37.707,363;44.296,917;40.337,492;39.243,379;41.759,563;36.990,492;27.584,626;27.532,791;28.042,876;31.399,691;31.883,024
1106;MINASLIGAS;COMPANHIA FERROLIGAS MINAS GERAIS;;21.266,247;18.594,483;19.028,699;18.129,411;16.824,681;16.310,924;16.704,905;11.920,406;12.608,667;13.465,565;12.232,215;13.554,528
1106;MINASLIGAS;COMPANHIA FERROLIGAS MINAS GERAIS;;20.472,210;17.883,041;17.068,949;20.795,228;27.306,971;23.523,783;27.915,353;18.916,571;11.901,694;13.637,316;11.849,762;12.622,508
1108;TEKSID;TEKSID DO BRASIL LTDA;;6.898,856;8.605,378;9.356,617;8.437,056;8.165,023;8.444,336;7.970,290;8.513,144;8.307,768;7.584,016;7.532,654;5.802,442
1108;TEKSID;TEKSID DO BRASIL LTDA;;5.476,105;6.228,441;6.181,164;5.198,348;4.821,832;4.236,713;4.694,911;4.770,139;4.964,974;4.824,165;5.277,158;4.008,576
1108;TEKSID;TEKSID DO BRASIL LTDA;;5.308,431;5.958,119;5.764,404;7.855,100;9.803,855;8.062,492;9.652,609;9.575,205;7.493,297;7.663,653;5.132,273;3.764,874
1109;KINROSS;KINROSS BRASIL MINERACAO S/A;;43.735,717;42.713,239;49.935,896;48.840,755;45.433,382;48.586,517;41.446,321;44.992,289;45.388,143;46.281,471;48.432,746;50.229,435
1109;KINROSS;KINROSS BRASIL MINERACAO S/A;;23.821,545;22.308,278;24.424,618;22.136,742;19.710,311;18.916,120;18.019,031;19.356,819;20.543,425;22.243,106;24.114,807;25.208,780
1109;KINROSS;KINROSS BRASIL MINERACAO S/A;;20.543,901;18.674,404;19.023,136;26.576,146;33.728,476;29.847,867;31.455,243;33.232,776;24.926,683;28.627,733;19.931,978;20.248,153
1112;IBG;IBG INDUSTRIA BRASILEIRA DE GASES LTDA;;1.124,389;1.167,788;1.343,138;1.326,036;1.276,847;1.310,118;1.224,965;1.011,100;1.236,261;1.199,229;1.375,150;1.419,627
1112;IBG;IBG INDUSTRIA BRASILEIRA DE GASES LTDA;;641,817;649,536;622,472;606,509;538,862;482,070;518,358;494,270;563,798;599,542;690,511;695,534
1112;IBG;IBG INDUSTRIA BRASILEIRA DE GASES LTDA;;530,242;556,728;490,985;766,992;944,180;736,485;914,645;943,352;723,616;834,504;567,402;562,899
1113;BR METALS;BR MATOZINHOS FUNDICOES LTDA. EM RECUPERACAO JUDICIAL;;679,516;808,944;816,449;698,834;678,001;890,373;0,000;0,000;0,000;0,000;0,000;0,000
1113;BR METALS;BR MATOZINHOS FUNDICOES LTDA. EM RECUPERACAO JUDICIAL;;394,644;453,628;457,385;398,134;413,408;372,723;0,000;0,000;0,000;0,000;0,000;0,000
1113;BR METALS;BR MATOZINHOS FUNDICOES LTDA. EM RECUPERACAO JUDICIAL;;483,527;496,111;443,953;493,329;702,251;615,732;0,000;0,000;0,000;0,000;0,000;0,000
1124;CARAMURU;CARAMURU ALIMENTOS S.A.;;1.181,172;637,787;718,373;303,644;229,632;1.942,478;180,549;75,022;141,265;147,691;205,227;258,654
1124;CARAMURU;CARAMURU ALIMENTOS S.A.;;788,131;389,633;445,530;145,149;125,786;846,371;117,560;59,122;78,624;109,766;160,283;150,378
1124;CARAMURU;CARAMURU ALIMENTOS S.A.;;755,596;347,252;422,339;306,568;309,807;1.592,557;224,195;196,350;138,080;210,373;166,687;153,695
1127;GUARDIAN;GUARDIAN DO BRASIL VIDROS PLANOS LTDA;;1.569,281;1.388,364;1.632,043;1.414,178;1.391,406;1.407,715;1.266,515;1.316,596;1.487,694;1.377,052;1.495,634;1.512,526
1127;GUARDIAN;GUARDIAN DO BRASIL VIDROS PLANOS LTDA;;908,045;813,504;821,636;679,853;629,066;562,062;590,092;587,545;713,319;707,820;812,941;834,140
1127;GUARDIAN;GUARDIAN DO BRASIL VIDROS PLANOS LTDA;;806,525;719,347;682,783;899,054;1.170,389;949,643;1.126,240;1.091,187;942,191;971,392;696,648;716,428
1131;SERRA GRANDE;MINERACAO SERRA GRANDE S A;;4.182,225;4.007,555;4.823,364;4.344,803;4.372,471;4.374,533;3.858,687;3.999,331;4.044,963;4.161,399;4.437,668;4.544,119
1131;SERRA GRANDE;MINERACAO SERRA GRANDE S A;;2.168,372;2.107,716;2.230,041;1.857,857;1.724,146;1.582,423;1.596,488;1.596,533;1.763,784;1.944,470;2.135,181;2.259,466
1131;SERRA GRANDE;MINERACAO SERRA GRANDE S A;;2.148,879;2.065,502;2.085,951;2.745,305;3.366,269;2.844,509;3.191,446;3.048,645;2.543,080;2.919,449;2.030,650;2.177,024
1133;PROCTER&GAMBLE;PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA;;85,767;79,039;86,332;77,165;70,692;69,889;62,746;63,889;67,371;72,825;78,764;85,708
1133;PROCTER&GAMBLE;PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA;;56,036;49,618;50,623;41,025;33,066;29,284;30,043;29,151;35,590;40,668;47,569;50,919
1133;PROCTER&GAMBLE;PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA;;48,526;42,198;43,860;56,321;65,497;51,056;58,914;57,892;51,633;61,627;42,606;47,173
1134;MEXICHEM JLLE;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA;;261,284;254,019;317,130;289,482;300,194;309,212;278,818;274,957;289,078;300,696;340,797;254,607
1134;MEXICHEM JLLE;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA;;178,277;161,094;182,505;149,806;137,473;127,196;135,736;128,121;151,959;165,519;211,374;175,771
1134;MEXICHEM JLLE;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA;;171,962;151,872;166,390;222,023;284,485;249,132;299,048;281,973;233,211;260,396;200,535;169,342
1135;ROMI;INDUSTRIAS ROMI S A;;1.603,593;1.876,271;1.856,365;1.842,559;1.848,525;1.642,858;1.646,822;1.783,677;1.940,824;2.106,816;2.074,258;1.138,748
1135;ROMI;INDUSTRIAS ROMI S A;;1.282,868;1.332,226;1.270,518;1.188,484;1.142,720;965,955;1.108,754;1.142,543;1.262,124;1.356,938;1.448,483;809,719
1135;ROMI;INDUSTRIAS ROMI S A;;1.493,481;1.559,013;1.576,921;2.027,069;2.465,030;2.027,318;2.388,133;2.450,774;2.003,286;2.316,546;1.700,807;966,460
1136;IESAARARAQUARA;IESA PROJETOS, EQUIPAMENTOS E MONTAGENS S/A.;;213,147;220,638;239,140;222,161;202,458;214,130;182,063;194,250;213,876;207,106;239,394;246,969
1136;IESAARARAQUARA;IESA PROJETOS, EQUIPAMENTOS E MONTAGENS S/A.;;152,280;146,801;139,038;118,859;107,384;94,411;93,452;98,276;117,798;121,361;148,947;149,553
1136;IESAARARAQUARA;IESA PROJETOS, EQUIPAMENTOS E MONTAGENS S/A.;;167,291;151,985;140,394;172,311;216,504;176,755;190,720;199,944;182,178;196,534;157,941;155,481
1141;CEMIG DISTRIB;CEMIG DISTRIBUICAO S.A;;1.219.588,618;1.092.961,371;1.251.796,474;1.096.879,309;1.032.378,364;1.064.781,988;938.169,433;1.005.537,015;1.131.012,951;1.147.158,982;1.213.853,876;1.130.711,747
1141;CEMIG DISTRIB;CEMIG DISTRIBUICAO S.A;;888.739,349;794.792,060;828.571,708;691.822,649;582.245,190;545.823,191;561.428,664;573.683,883;715.976,070;757.718,624;835.372,422;818.403,487
1141;CEMIG DISTRIB;CEMIG DISTRIBUICAO S.A;;780.954,758;693.873,002;678.705,073;921.080,664;1.157.128,858;960.395,851;1.168.356,744;1.121.073,050;930.905,835;1.030.914,415;685.855,677;655.673,730
